station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.374,2026-02-21T16:30:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.675,2026-02-21T16:30:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.01,2026-02-21T16:30:00Z,rising
