station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.459,2025-10-19T21:00:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.508,2025-10-19T21:00:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.146,2025-10-19T21:00:00Z,rising
