station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.695,2025-11-13T19:45:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.882,2025-11-13T19:45:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.324,2025-11-13T19:45:00Z,stable
