station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.757,2025-12-06T08:45:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.922,2025-12-06T08:45:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.377,2025-12-06T08:45:00Z,dropping
