station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.313,2025-10-07T18:15:00Z,rising
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.427,2025-10-07T18:15:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.931,2025-10-07T18:15:00Z,rising
