station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.271,2026-03-18T08:45:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.574,2026-03-18T08:45:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.869,2026-03-18T08:45:00Z,dropping
