station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.882,2026-01-27T12:00:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,23.183,2026-01-27T12:00:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.706,2026-01-27T12:00:00Z,rising
