station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,-0.012,2025-04-29T23:15:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.41,2025-04-29T23:15:00Z,rising
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.637,2025-04-29T23:15:00Z,rising
