station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.305,2025-11-02T10:15:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.594,2025-11-02T10:15:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.895,2025-11-02T10:30:00Z,dropping
