station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.09,2026-01-08T08:00:00Z,rising
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.42,2026-01-08T08:00:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.742,2026-01-08T08:00:00Z,stable
