station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.359,2025-10-21T12:30:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.405,2025-10-21T12:30:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.974,2025-10-21T12:30:00Z,dropping
