station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.492,2025-11-06T16:30:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.753,2025-11-06T16:30:00Z,stable
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.116,2025-11-06T16:30:00Z,rising
