station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.519,2026-02-27T09:15:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.743,2026-02-27T09:15:00Z,stable
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,20.126,2026-02-27T09:15:00Z,stable
