station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.03,2026-06-25T20:45:00Z,stable
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.381,2026-06-25T20:30:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.668,2026-06-25T20:30:00Z,rising
