station_id,station_name,river,value,timestamp,status
L1602,Apperley Bridge,River Aire,0.048,2026-09-21T06:45:00Z,dropping
L1707A,Leeds Crown Point Flood Alleviation Scheme,River Aire,22.428,2026-09-21T06:30:00Z,dropping
L1705A,Leeds Knostrop Weir Flood Alleviation Scheme,River Aire,19.741,2026-09-21T06:30:00Z,dropping
